tokenId,category,special,animal,name,powerValue1,powerValue2,powerValue3,displayValue1,displayValue2,displayValue2,presale,oldId
2602,land,0,Urutu,UNU#2602 Urutu,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,2602
2603,land,0,Vine Snake,UNU#2603 Vine Snake,Self,Freedom,Confidence,Eye,Wings & Fins,Hat,,2603
2604,land,0,Yellow Faced Whip Snake,UNU#2604 Yellow Faced Whip Snake,Self,Creativity,Strength,Eye,Brush,Laser,,2604
2605,land,0,Asian Vine Snake,UNU#2605 Asian Vine Snake,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,2605
2606,land,0,Warthog,UNU#2606 Warthog,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,2606
2607,land,0,Peccary,UNU#2607 Peccary,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,2607
2608,land,0,Asp Viper,UNU#2608 Asp Viper,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,2608
2609,land,0,Bamboo Viper,UNU#2609 Bamboo Viper,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,2609
2610,land,0,Bluntnose Viper,UNU#2610 Bluntnose Viper,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,2610
2611,land,0,Brazilian Viper,UNU#2611 Brazilian Viper,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,2611
2612,air,0,Waxbill,UNU#2612 Waxbill,Self,Decency,Peace,Eye,Lantern,Coin,,2612
2613,land,0,Bush Viper,UNU#2613 Bush Viper,Curiosity,Bravery,Creativity,Questionmark,Armour,Brush,,2613
2614,land,0,Cropan's Boa,UNU#2614 Cropan's Boa,Health,Bravery,Trust,Cross,Armour,"Lock, Moon & Star",,2614
2615,land,0,Hairy Bush Viper,UNU#2615 Hairy Bush Viper,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,2615
2616,land,0,Nitsche's Bush Viper,UNU#2616 Nitsche's Bush Viper,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,2616
2617,land,0,Tailless Tenrec,UNU#2617 Tailless Tenrec,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,2617
2618,land,0,Spiny Bush Viper,UNU#2618 Spiny Bush Viper,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,2618
2619,land,0,Carpet Viper,UNU#2619 Carpet Viper,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,2619
2620,land,0,Crossed Viper,UNU#2620 Crossed Viper,Strength,Calm & Balance,Health,Sword - Laser - Horn,Ying Yang,Cross,,2620
2621,land,0,Cyclades Blunt-nosed Viper,UNU#2621 Cyclades Blunt-nosed Viper,Curiosity,Freedom,Trust,Questionmark,-,Bag,,2621
2622,land,0,Abyssinian Cat,UNU#2622 Abyssinian Cat,Self,Fun,Faith,Eye,Instrument - Note,Ribbon,,2622
2623,land,0,False Horned Viper,UNU#2623 False Horned Viper,Grace & Beauty,Strength,Decency,Drop,Horn,Lantern,,2623
2624,land,0,Fea's Viper,UNU#2624 Fea's Viper,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,2624
2625,land,0,Lowland Streaked Tenrec,UNU#2625 Lowland Streaked Tenrec,Curiosity,Freedom,Strength,Questionmark,Wings & Fins,Horn,,2625
2626,land,0,Gaboon Viper,UNU#2626 Gaboon Viper,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,2626
2627,land,0,Hognosed Viper,UNU#2627 Hognosed Viper,Self,Creativity,Authenticity,Eye,Brush,Bag,,2627
2628,land,0,Horned Desert Viper,UNU#2628 Horned Desert Viper,Calm & Balance,Strength,Trust,Ying Yang,Horn,Moon and Star,,2628
2629,land,0,Horned Viper,UNU#2629 Horned Viper,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,2629
2630,land,0,Jumping Viper,UNU#2630 Jumping Viper,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,2630
2631,land,0,Kaznakov's Viper,UNU#2631 Kaznakov's Viper,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,2631
2632,land,0,Leaf-Nosed Viper,UNU#2632 Leaf-Nosed Viper,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,2632
2633,air,0,Roman Tufted Geese,UNU#2633 Roman Tufted Geese,Freedom,Creativity,Kindness,-,Brush,Rose,,2633
2634,land,0,Levant Viper,UNU#2634 Levant Viper,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,2634
2635,land,0,Long-nosed Viper,UNU#2635 Long-nosed Viper,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,2635
2636,land,0,Mcmahon's Viper,UNU#2636 Mcmahon's Viper,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,2636
2637,land,0,Mole Viper,UNU#2637 Mole Viper,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,2637
2638,land,0,Nose-horned Viper,UNU#2638 Nose-horned Viper,Peace,Kindness,Strength,Coin,Rose,Horn,,2638
2639,land,0,Poodle,UNU#2639 Poodle,Love,Generosity,Trust,Heart,World,Key,,2639
2640,land,0,Vipera Ammodytes,UNU#2640 Vipera Ammodytes,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,2640
2641,land,0,Palestine Viper,UNU#2641 Palestine Viper,Creativity,Bravery,Trust,Brush,Armour,Moon and Star,,2641
2642,land,0,Siberian Pit Viper,UNU#2642 Siberian Pit Viper,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,2642
2643,land,0,Palm Viper,UNU#2643 Palm Viper,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,2643
2644,land,0,Amazonian Palm Viper,UNU#2644 Amazonian Palm Viper,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,2644
2645,land,0,Black-speckled Palm Pit Viper,UNU#2645 Black-speckled Palm Pit Viper,Self,Wisdom,Faith,Eye,"Pyramid -Triangle, Book",Scarf,,2645
2646,land,0,Eyelash Palm Pit Viper,UNU#2646 Eyelash Palm Pit Viper,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,2646
2647,land,0,Green Palm Viper,UNU#2647 Green Palm Viper,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,2647
2648,air,0,Toulouse Goose,UNU#2648 Toulouse Goose,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,2648
2649,land,0,Guatemalan Palm Viper,UNU#2649 Guatemalan Palm Viper,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,2649
2650,land,0,Honduran Palm Viper,UNU#2650 Honduran Palm Viper,Curiosity,Self,Trust,Questionmark,Eye,Bag,,2650
2651,land,0,Siamese Palm Viper,UNU#2651 Siamese Palm Viper,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,2651
2652,land,0,Takin,UNU#2652 Takin,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,2652
2653,land,0,Orange-striped Ribbon Snake,UNU#2653 Orange-striped Ribbon Snake,Fun,Curiosity,Faith,Instrument - Note,Questionmark,Ribbon,,2653
2654,land,0,Gulf Saltmarsh Snake,UNU#2654 Gulf Saltmarsh Snake,Curiosity,,Self,Questionmark,Wings & Fins,Sunglasses,,2654
2655,land,0,Broad Banded Pit Viper,UNU#2655 Broad Banded Pit Viper,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,2655
2656,land,0,Bamboo Pit Viper,UNU#2656 Bamboo Pit Viper,Self,Creativity,Authenticity,Eye,Brush,Bag,,2656
2657,land,0,Barbour's Pit Viper,UNU#2657 Barbour's Pit Viper,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,2657
2658,land,0,Black-tailed Horned Pit Viper,UNU#2658 Black-tailed Horned Pit Viper,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,2658
2659,land,0,Bornean Pit Viper,UNU#2659 Bornean Pit Viper,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,2659
2660,land,0,Golden Takin,UNU#2660 Golden Takin,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,2660
2661,land,0,Brown Spotted Pit Viper,UNU#2661 Brown Spotted Pit Viper,Health,Self,Confidence,Cross,Eye,Hat,,2661
2662,land,0,Cantor's Pit Viper,UNU#2662 Cantor's Pit Viper,Self,Creativity,Wisdom,Eye,Brush,"Pyramid -Triangle, Book",,2662
2663,land,0,Elegant Pit Viper,UNU#2663 Elegant Pit Viper,Fun,Grace & Beauty,Love,Instrument - Note,Drop,Heart,,2663
2664,land,0,Mandrill,UNU#2664 Mandrill,Confidence,Curiosity,Bravery,Crown-Hat,Questionmark,Armour,,2664
2665,land,0,Fan-si-pan Horned Pit Viper,UNU#2665 Fan-si-pan Horned Pit Viper,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,2665
2666,land,0,Flat-nosed Pit Viper,UNU#2666 Flat-nosed Pit Viper,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,2666
2667,land,0,Godman's Pit Viper,UNU#2667 Godman's Pit Viper,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,2667
2668,land,0,Green Tree Pit Viper,UNU#2668 Green Tree Pit Viper,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,2668
2669,land,0,Habu Pit Viper,UNU#2669 Habu Pit Viper,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,2669
2670,land,0,Hagen's Pit Viper,UNU#2670 Hagen's Pit Viper,Creativity,Bravery,Authenticity,Brush,Armour,Bag,,2670
2671,land,0,Horseshoe Pit Viper,UNU#2671 Horseshoe Pit Viper,Curiosity,Decency,Self,Questionmark,Lantern,Eye,,2671
2672,land,0,Jerdon's Pit Viper,UNU#2672 Jerdon's Pit Viper,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,2672
2673,land,0,Kanburian Pit Viper,UNU#2673 Kanburian Pit Viper,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,2673
2674,land,0,Kaulback's Lance-headed Pit Viper,UNU#2674 Kaulback's Lance-headed Pit Viper,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,2674
2675,land,0,Kham Plateau Pit Viper,UNU#2675 Kham Plateau Pit Viper,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,2675
2676,land,0,Large-eyed Pit Viper,UNU#2676 Large-eyed Pit Viper,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,2676
2677,land,0,Malabar Rock Pit Viper,UNU#2677 Malabar Rock Pit Viper,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,2677
2678,land,0,Malayan Pit Viper,UNU#2678 Malayan Pit Viper,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,2678
2679,land,0,Mangrove Pit Viper,UNU#2679 Mangrove Pit Viper,Curiosity,Strength,Trust,Questionmark,Laser,"Lock, Moon & Star",,2679
2680,land,0,Mangshan Pit Viper,UNU#2680 Mangshan Pit Viper,Self,Wisdom,Authenticity,Eye,"Pyramid -Triangle, Book",Bag,,2680
2681,land,0,Motuo Bamboo Pit Viper,UNU#2681 Motuo Bamboo Pit Viper,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,2681
2682,land,0,Nicobar Bamboo Pit Viper,UNU#2682 Nicobar Bamboo Pit Viper,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,2682
2683,land,0,Philippine Pit Viper,UNU#2683 Philippine Pit Viper,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,2683
2684,land,0,Pointed-scaled Pit Viper,UNU#2684 Pointed-scaled Pit Viper,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,2684
2685,land,0,Red-tailed Bamboo Pit Viper,UNU#2685 Red-tailed Bamboo Pit Viper,Self,Creativity,Authenticity,Eye,Brush,Bag,,2685
2686,land,0,Schultze's Pit Viper,UNU#2686 Schultze's Pit Viper,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,2686
2687,land,0,Stejneger's Bamboo Pit Viper,UNU#2687 Stejneger's Bamboo Pit Viper,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,2687
2688,land,0,Sri Lankan Pit Viper,UNU#2688 Sri Lankan Pit Viper,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,2688
2689,land,0,Temple Pit Viper,UNU#2689 Temple Pit Viper,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,2689
2690,land,0,Tibetan Bamboo Pit Viper,UNU#2690 Tibetan Bamboo Pit Viper,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,2690
2691,land,0,Tiger Pit Viper,UNU#2691 Tiger Pit Viper,Freedom,Creativity,Kindness,-,Brush,Rose,,2691
2692,land,0,Giant African Millipede,UNU#2692 Giant African Millipede,Curiosity,Calm & Balance,Bravery,Questionmark,Ying Yang,Armour,,2692
2693,land,0,Wagler's Pit Viper,UNU#2693 Wagler's Pit Viper,Confidence,Strength,Bravery,Crown-Hat,Laser,Armour,,2693
2694,land,0,Wirot's Pit Viper,UNU#2694 Wirot's Pit Viper,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,2694
2695,land,0,Portuguese Viper,UNU#2695 Portuguese Viper,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,2695
2696,land,0,German Shepherd,UNU#2696 German Shepherd,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,2696
2697,land,0,Binturong,UNU#2697 Binturong,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,2697
2698,land,0,Russell's Viper,UNU#2698 Russell's Viper,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,2698
2699,land,0,Sand Viper,UNU#2699 Sand Viper,Creativity,Bravery,Authenticity,Brush,Armour,Bag,,2699
2700,land,0,Saw-scaled Viper (Echis Carinatus ),UNU#2700 Saw-scaled Viper (Echis Carinatus ),Curiosity,Decency,Freedom,Questionmark,Lantern,-,,2700
2701,land,0,Schlegel's Blind Snake,UNU#2701 Schlegel's Blind Snake,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,2701
2702,land,0,Sedge Viper,UNU#2702 Sedge Viper,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,2702
2703,land,0,Sharp-nosed Viper,UNU#2703 Sharp-nosed Viper,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,2703
2704,land,0,Snorkel Viper,UNU#2704 Snorkel Viper,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,2704
2705,land,0,Napu Mouse Deer,UNU#2705 Napu Mouse Deer,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,2705
2706,land,0,Pope's Tree Viper,UNU#2706 Pope's Tree Viper,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,2706
2707,land,0,Chinese Tree Viper,UNU#2707 Chinese Tree Viper,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,2707
2708,land,0,Guatemalan Tree Viper,UNU#2708 Guatemalan Tree Viper,Curiosity,Freedom,Trust,Questionmark,-,Bag,,2708
2709,land,0,Andaman Pit Viper,UNU#2709 Andaman Pit Viper,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,2709
2710,land,0,Indian Tree Viper,UNU#2710 Indian Tree Viper,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,2710
2711,land,0,Przewalski's Horse,UNU#2711 Przewalski's Horse,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,2711
2712,land,0,Malcolm's Tree Viper,UNU#2712 Malcolm's Tree Viper,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,2712
2713,air,0,Tawny Frogmouth,UNU#2713 Tawny Frogmouth,Confidence,Faith,Wisdom,Crown-Hat,Scarf,Pyramid,,2713
2714,land,0,Pope's Tree Viper,UNU#2714 Pope's Tree Viper,Self,Creativity,Authenticity,Eye,Brush,Bag,,2714
2715,land,0,Tamandua,UNU#2715 Tamandua,Calm & Balance,Generosity,Curiosity,Ying Yang,World,Questionmark,,2715
2716,air,0,Ladybug (Coccinella),UNU#2716 Ladybug (Coccinella),Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,2716
2717,land,0,Sumatran Tree Viper,UNU#2717 Sumatran Tree Viper,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,2717
2718,land,0,White-lipped Tree Viper,UNU#2718 White-lipped Tree Viper,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,2718
2719,land,0,Ursini's Viper,UNU#2719 Ursini's Viper,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,2719
2720,land,0,Western Hog-nosed Viper,UNU#2720 Western Hog-nosed Viper,Freedom,Creativity,Kindness,-,Brush,Rose,,2720
2721,land,0,Wart Snake,UNU#2721 Wart Snake,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,2721
2722,land,0,Water Moccasin,UNU#2722 Water Moccasin,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,2722
2723,land,0,Water Snake,UNU#2723 Water Snake,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,2723
2724,land,0,Bocourt's Water Snake,UNU#2724 Bocourt's Water Snake,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,2724
2725,land,0,Northern Water Snake,UNU#2725 Northern Water Snake,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,2725
2726,land,0,Whip Snake,UNU#2726 Whip Snake,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,2726
2727,land,0,Long-nosed Whip Snake,UNU#2727 Long-nosed Whip Snake,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,2727
2728,land,0,Wolf Snake,UNU#2728 Wolf Snake,Creativity,Bravery,Authenticity,Brush,Armour,Bag,,2728
2729,land,0,African Wolf Snake,UNU#2729 African Wolf Snake,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,2729
2730,land,0,Barred Wolf Snake,UNU#2730 Barred Wolf Snake,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,2730
2731,land,0,Worm Snake,UNU#2731 Worm Snake,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,2731
2732,land,0,Common Worm Snake,UNU#2732 Common Worm Snake,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,2732
2733,land,1,African Bullfrog,UNU#2733 African Bullfrog,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,2733
2734,land,0,African Clawed Frog,UNU#2734 African Clawed Frog,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,2734
2735,land,0,Alpine Newt,UNU#2735 Alpine Newt,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,2735
2736,land,0,American Bullfrog,UNU#2736 American Bullfrog,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,2736
2737,land,0,American Green Tree Frog,UNU#2737 American Green Tree Frog,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,2737
2738,land,0,American Toad,UNU#2738 American Toad,Self,Creativity,Authenticity,Eye,Brush,Bag,,2738
2739,land,0,Arboreal Salamander,UNU#2739 Arboreal Salamander,Calm & Balance,Generosity,Health,Ying Yang,World,Cross,,2739
2740,water,0,Axolotl,UNU#2740 Axolotl,Love,Peace,Self,Heart,Coin,Eye,,2740
2741,land,0,Australian Green Tree Frog,UNU#2741 Australian Green Tree Frog,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,2741
2742,land,0,Alpine Salamander,UNU#2742 Alpine Salamander,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,2742
2743,land,0,Argentine Horned Frog,UNU#2743 Argentine Horned Frog,Health,Strength,Confidence,Cross,Horn,Crown-Hat,,2743
2744,land,0,Amargosa Toad,UNU#2744 Amargosa Toad,Self,Creativity,Kindness,Eye,Brush,Rose,,2744
2745,land,0,Amazon Milk Frog,UNU#2745 Amazon Milk Frog,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,2745
2746,land,0,Anderson's Crocodile Newt,UNU#2746 Anderson's Crocodile Newt,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,2746
2747,land,0,Arroyo Toad,UNU#2747 Arroyo Toad,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,2747
2748,air,0,Black Lory,UNU#2748 Black Lory,Freedom,Kindness,Curiosity,Wing,Rose,Questionmark,,2748
2749,land,0,Blue Legged Mantella,UNU#2749 Blue Legged Mantella,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,2749
2750,land,0,Bumble Bee Toad,UNU#2750 Bumble Bee Toad,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,2750
2751,land,0,Barking Tree Frog,UNU#2751 Barking Tree Frog,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,2751
2752,land,0,Barred Tiger Salamander,UNU#2752 Barred Tiger Salamander,Creativity,Bravery,Authenticity,Brush,Armour,Bag,,2752
2753,land,0,Big Eyed Tree Frog,UNU#2753 Big Eyed Tree Frog,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,2753
2754,land,0,Black Salamander,UNU#2754 Black Salamander,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,2754
2755,land,0,Blackbuck,UNU#2755 Blackbuck,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,2755
2756,land,0,Blue Poison Dart Frog,UNU#2756 Blue Poison Dart Frog,Strength,Wisdom,Self,Laser,"Pyramid -Triangle, Book",Eye,,2756
2757,land,0,Blue Spotted Salamander,UNU#2757 Blue Spotted Salamander,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,2757
2758,land,0,Bronze Frog,UNU#2758 Bronze Frog,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,2758
2759,land,0,Brown Tree Frog,UNU#2759 Brown Tree Frog,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,2759
2760,land,0,Boreal Chorus Frog,UNU#2760 Boreal Chorus Frog,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,2760
2761,land,0,Black Rain Frog,UNU#2761 Black Rain Frog,Curiosity,Freedom,Trust,Questionmark,-,Bag,,2761
2762,land,0,Black-spotted Newt,UNU#2762 Black-spotted Newt,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,2762
2763,land,0,Black Bellied Salamander,UNU#2763 Black Bellied Salamander,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,2763
2764,land,0,Boreal Toad,UNU#2764 Boreal Toad,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,2764
2765,land,0,Copes Tree Frog,UNU#2765 Copes Tree Frog,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,2765
2766,land,1,Common Newt,UNU#2766 Common Newt,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,2766
2767,land,0,Chinese Gliding Frog,UNU#2767 Chinese Gliding Frog,Self,Creativity,Authenticity,Eye,Brush,Bag,,2767
2768,land,0,California Newt,UNU#2768 California Newt,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,2768
2769,land,0,California Slender Salamander,UNU#2769 California Slender Salamander,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,2769
2770,land,0,California Tiger Salamander,UNU#2770 California Tiger Salamander,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,2770
2771,land,0,California Tree Frog,UNU#2771 California Tree Frog,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,2771
2772,land,0,Cane Toad,UNU#2772 Cane Toad,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,2772
2773,land,0,Canyon Tree Frog,UNU#2773 Canyon Tree Frog,Freedom,Creativity,Kindness,-,Brush,Rose,,2773
2774,land,0,Chinese Giant Salamander,UNU#2774 Chinese Giant Salamander,Calm & Balance,Faith,Freedom,Ying Yang,"Ribbon, Scarf","Wing & Fins,  Thrust",,2774
2775,land,0,Chiricahua Leopard Frog,UNU#2775 Chiricahua Leopard Frog,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,2775
2776,land,0,Common Toad,UNU#2776 Common Toad,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,2776
2777,land,0,Cuban Tree Frog,UNU#2777 Cuban Tree Frog,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,2777
2778,land,0,Chinese Fire Belly Newt,UNU#2778 Chinese Fire Belly Newt,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,2778
2779,land,0,Cape Rain Frog,UNU#2779 Cape Rain Frog,Calm & Balance,Generosity,Trust,Ying Yang,World,"Lock, Moon & Star",,2779
2780,water,0,Coastal Giant Salamander,UNU#2780 Coastal Giant Salamander,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,2780
2781,land,0,Clown Frog (Costa Rican Variable Harlequin Toad),UNU#2781 Clown Frog (Costa Rican Variable Harlequin Toad),Creativity,Bravery,Authenticity,Brush,Armour,Bag,,2781
2782,land,0,California Red Legged Frog,UNU#2782 California Red Legged Frog,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,2782
2783,land,0,Canadian Toad,UNU#2783 Canadian Toad,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,2783
2784,land,0,Coqui,UNU#2784 Coqui,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,2784
2785,land,0,Chinese Warty Newt,UNU#2785 Chinese Warty Newt,Freedom,Wisdom,Self,Wing - Fin,"Pyramid -Triangle, Book",Eye,,2785
2786,land,0,Dwarf Pixie Frog,UNU#2786 Dwarf Pixie Frog,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,2786
2787,land,0,Desert Rain Frog,UNU#2787 Desert Rain Frog,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,2787
2788,land,0,European Tree Frog,UNU#2788 European Tree Frog,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,2788
2789,land,0,Eastern American Toad,UNU#2789 Eastern American Toad,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,2789
2790,land,0,Emperor Newt,UNU#2790 Emperor Newt,Curiosity,Freedom,Trust,Questionmark,-,Bag,,2790
2791,land,0,European Green Toad,UNU#2791 European Green Toad,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,2791
2792,land,0,Eastern Narrowmouth Toad,UNU#2792 Eastern Narrowmouth Toad,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,2792
2793,land,0,Eastern Leopard Toad,UNU#2793 Eastern Leopard Toad,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,2793
